Provider Name,State,City,Claims Paid for Testing,Claims Paid for Treatment,Claims Paid for Vaccine,Georeferenced Column
OAKLAND PHARMACY RX LL,NJ,OAKLAND,320,0,4974,POINT (-74.24324 41.023497)
SAMARITAN ALBANY GENER,OR,ALBANY,14795,3471,7275,POINT (-123.090339 44.618595)
CHILDRENS COMMUNITY PE,PA,PITTSBURGH,119,0,0,POINT (-79.994945 40.442169)
COVENANT MEDICAL GROUP,TN,KNOXVILLE,0,86,0,POINT (-83.916677 35.962631)
ST CLARE HEALTH CENTER,MO,LAKE SAINT LOUIS,140304,443260,0,POINT (-90.791991 38.800964)
VALLEY PAIN RELIEF AND,MN,BURNSVILLE,17524,214,0,POINT (-93.275772 44.762056)
JAMI GRAY,SC,MYRTLE BEACH,59018,2694,11970,POINT (-78.883852 33.68785)
FAMILY MEDICAL CLINIC,AR,WALNUT RIDGE,0,115,0,POINT (-90.957539 36.069736)
THE KIDNEY SPECIALISTS,CA,MONTEBELLO,0,15314,0,POINT (-118.116473 34.019457)
HUDSON RIVER HEALTHCAR,NY,KINGSTON,2715,1304,0,POINT (-73.997619 41.927062)
INDIANA CLINIC CRITICA,IN,INDIANAPOLIS,63,70,0,POINT (-86.156212 39.76845)
BRENTWOOD PEDIATRIC AS,MI,LIVONIA,0,0,4769,POINT (-83.36961 42.39709)
DLP MARQUETTE PHYSICIA,MI,IRON MOUNTAIN,279,0,0,POINT (-88.059591 45.83085)
COMMUNITY HEALTH OF SO,FL,MIAMI,1007,204,415,POINT (-80.194702 25.775084)
ST LUKES CLINIC TREASU,ID,FRUITLAND,25076,5605,1074,POINT (-116.919321 44.008857)
NORTH MISSISSIPPI EMER,MS,TUPELO,0,6697,0,POINT (-88.703408 34.257443)
COMPASS HEALTH INC,MO,COLUMBIA,52026,7477,0,POINT (-92.328594 38.951551)
GUTHRIE CLINIC,NY,ELMIRA,129,429,315,POINT (-76.808259 42.089823)
BALDWIN PHARMACY LLC,GA,BALDWIN,0,0,11886,POINT (-83.533405 34.492015)
COVENANTHEALTHCARE,MI,BAY CITY,286,316,0,POINT (-83.884521 43.597772)
HALIFAX HEALTH CARE SY,FL,DAYTONA BEACH,0,811,0,POINT (-81.020739 29.207056)
LAFAYETTE EMERGENCY CA,IN,LAFAYETTE,57891,11078,0,POINT (-86.890617 40.417328)
SACRED HEART HOSPITAL,FL,PORT SAINT JOE,128772,97535,2928,POINT (-85.302483 29.809569)
PHOEBE PHYSICIAN GROUP,GA,MOULTRIE,179,0,118,POINT (-83.788824 31.179934)
ANNAPATH INC,MD,BOWIE,90069,2248,40,POINT (-76.730278 38.943547)
FAIRVIEW HEALTH SERVIC,MN,MINNEAPOLIS,175,100,0,POINT (-93.264346 44.977479)
NORTHSHORE SURGICAL SP,LA,COVINGTON,0,196,0,POINT (-90.107139 30.477748)
FIRST CARE PHARMACY,OH,DAYTON,0,0,950,POINT (-84.192203 39.760982)
HOSPITAL INTERNAL MEDI,FL,GAINESVILLE,312,143504,0,POINT (-82.325024 29.651958)
ENH FACULTY PRACTICE A,IL,BANNOCKBURN,4318,46733,80,POINT (-87.866598 42.193498)
MINEOLA VOLUNTEER AMB,NY,MINEOLA,0,443,0,POINT (-73.63462 40.74607)
SPRINGFIELD PHARMACY L,NC,RALEIGH,1560,0,10354,POINT (-78.64167 35.781295)
ECKERDS RX 107 LLC,FL,ARCADIA,0,0,41463,POINT (-81.863168 27.217635)
BAPTIST HEALTH MEDICAL,KY,RADCLIFF,3645,3155,0,POINT (-86.054874 37.731166)
ANDERIS APOTHECARY LLC,KS,TOPEKA,0,0,1790,POINT (-95.670433 39.050976)
CARNEGIE TRI COUNTY MU,OK,CARNEGIE,194,19753,0,POINT (-98.604924 35.106078)
WPS PROVIDERS INC,TN,SNEEDVILLE,241,0,0,POINT (-83.216381 36.530405)
SUSSEX PULMONARY AND E,DE,LEWES,0,6395,40,POINT (-75.140683 38.772886)
WELLSPAN MEDICAL GROUP,PA,NEW HOLLAND,0,58,0,POINT (-76.087045 40.103284)
DESOTO COUNTY BOCC,FL,ARCADIA,0,8335,0,POINT (-81.863168 27.217635)
BACON COUNTY HOSPITAL,GA,ALMA,325981,1860541,617,POINT (-82.468735 31.54202)
GOLDEN STATE PROVIDERS,CA,THOUSAND OAKS,0,20673,0,POINT (-118.848743 34.176083)
SPECIALTY PHYSICIANS O,IL,HAZEL CREST,9,2650,0,POINT (-87.694358 41.58093)
MEYER PHARMACY,IA,WAVERLY,360,0,5308,POINT (-92.475648 42.725714)
CARDIOLOGY CONSULTANTS,FL,PLANTATION,0,7047,0,POINT (-80.242374 26.128276)
REGIONAL SERVICES,AR,HARRISON,50,2706,0,POINT (-93.107432 36.229803)
SAINT ALPHONSUS MEDICA,ID,BOISE,752381,1704166,40,POINT (-116.201579 43.615791)
GULF SHORES EMERGENCY,AL,GULF SHORES,20649,7528,0,POINT (-87.68743 30.272469)
S AND G DRUGS LLC,NC,COOLEEMEE,0,0,2191,POINT (-80.555436 35.808185)
MYCARE HEALTH CENTER,MI,CENTER LINE,4222,105,0,POINT (-83.027222 42.477451)
MONICAL DRUG INC,KS,CIMARRON,200,0,8780,POINT (-100.348353 37.806841)
MELISSA M CHAN MD PLLC,NY,NEW YORK,836,0,0,POINT (-74.007228 40.713054)
1CARE MEDICAL DIAGNOST,CA,BENICIA,6632,0,163850,POINT (-122.155566 38.053926)
BRIGHT PHARMACY INC,GA,STOCKBRIDGE,920,0,7840,POINT (-84.231532 33.544216)
SOUTHSIDE MEDICAL CENT,NC,WILMINGTON,1783,89,0,POINT (-77.946197 34.2367)
BANNER PRIMARY CARE PH,AZ,LITCHFIELD PARK,322,456,0,POINT (-112.359484 33.493298)
TRINITY MEDICAL GROUP,ND,VELVA,0,235,74,POINT (-100.929317 48.05612)
ADVOCATE HEALTH AND HO,IL,BURBANK,81,18132,0,POINT (-87.760739 41.7488)
LOUISIANA CARDIOVASCUL,LA,LAFAYETTE,0,60,0,POINT (-92.018773 30.22126)
SAINT MARYS CENTER FOR,NV,RENO,0,4242,0,POINT (-119.813283 39.526903)
BLUEROCK PRIMARY CARE,DC,WASHINGTON,4465,0,0,POINT (-77.019912 38.892062)
SINGING RIVER HEALTH S,MS,MOSS POINT,2292,340,0,POINT (-88.539277 30.410806)
SHIFT MOBILE THERAPY A,GA,ROME,0,510,0,POINT (-85.180623 34.260461)
IOWA PHYSICIANS CLINIC,IA,PRIMGHAR,932,1126,0,POINT (-95.626908 43.08728)
OROVILLE HOSPITAL,CA,OROVILLE,1352032,19933,543,POINT (-121.554608 39.512339)
NORTH SHORE LIJ,NY,PLAINVIEW,10858,22818,0,POINT (-73.468453 40.776415)
BANNER HEALTH PHYSICIA,CO,GREELEY,3591,870,17692,POINT (-104.694445 40.422554)
VIDANT MEDICAL GROUP L,NC,GOLDSBORO,7576,14372,0,POINT (-77.999032 35.386634)
ST PATRICK HOSPITAL AN,MT,POLSON,0,519,0,POINT (-114.163381 47.693381)
SHARE OUR SELVES CORPO,CA,COSTA MESA,33,0,181792,POINT (-117.904765 33.663857)
WEGMANS FOOD MARKETS,NY,ROCHESTER,240,0,11706,POINT (-77.612547 43.155708)
LABODA PEDIATRIC CENTE,CA,NATIONAL CITY,836860,904,0,POINT (-117.105196 32.671538)
BELTSVILLE PHARMACY IN,MD,BELTSVILLE,160,0,3326,POINT (-76.910021 39.039856)
ST MARYS HOSPITAL,ID,COTTONWOOD,43147,51834,2440,POINT (-116.349795 46.048028)
MICHIGAN HEALTHCARE PR,MI,MADISON HEIGHTS,4129,0,0,POINT (-83.105747 42.504736)
MICHIE MEDICAL CLINIC,TN,MICHIE,657,327,927,POINT (-88.431519 35.06861)
SUTTER MEDICAL FOUNDAT,CA,WINTERS,53,0,0,POINT (-121.968213 38.520695)
PRIMARY CARE INC,MI,SAINT HELEN,26,0,0,POINT (-84.410208 44.363487)
SETON MEDICAL CENTER,CA,DALY CITY,15504,5336,0,POINT (-122.472221 37.691113)
ACULABS INC,NJ,LINDEN,9400,400,0,POINT (-74.249961 40.629587)
REEDLEY COMMUNITY HOSP,CA,SELMA,290,53,0,POINT (-119.609838 36.567411)
IOWA PHYSICIANS CLINIC,IL,PRINCEVILLE,651,176,0,POINT (-89.757309 40.929365)
NEW YORK GENERAL MEDIC,NY,SYRACUSE,0,6855,0,POINT (-76.147448 43.047945)
KAMRAN F SHEIKH MD PC,MI,FARMINGTON HILLS,149,0,0,POINT (-83.357869 42.485645)
MEDEC MEDICAL CARE PLL,FL,TITUSVILLE,48261,1577,12718,POINT (-80.807594 28.609188)
AHS OKLAHOMA PHYS GROU,OK,TULSA,300,0,160,POINT (-95.992083 36.155327)
MOUNT ST MARYS HOSPITA,NY,LEWISTON,9333,492,0,POINT (-79.035784 43.172418)
QUINN HEALTHCARE PLLC,MS,RIDGELAND,1405,4849,0,POINT (-90.133598 32.421373)
ST CROIX REGIONAL MEDI,MN,LINDSTROM,0,76,240,POINT (-92.846643 45.390306)
MERCY AIR SERVICE INC,CA,FULLERTON,0,94336,0,POINT (-117.924302 33.870345)
SOUTHCOAST PHYSICIAN S,MA,QUINCY,59,226,0,POINT (-71.003564 42.251269)
CORE ANALYTICS LABORAT,CA,CANOGA PARK,13123,125,0,POINT (-118.597198 34.201099)
FAMILY PHARMACY,CA,LONG BEACH,0,0,23401,POINT (-118.193723 33.767168)
NORTHERN HOSPITAL DIST,NC,MOUNT AIRY,14756,3780,0,POINT (-80.605391 36.499962)
DERM TECH INC,CA,LA JOLLA,0,0,40,POINT (-117.2733 32.847198)
AVERA QUEEN OF PEACE,SD,MITCHELL,159425,404042,199,POINT (-98.029628 43.709418)
CENTRACARE CLINIC,MN,COLD SPRING,7791,2909,360,POINT (-94.427427 45.455833)
WEGMANS FOOD MARKETS,NY,AUBURN,720,0,7283,POINT (-76.56614 42.931778)
HENRY FORD WYANDOTTE H,MI,WYANDOTTE,117080,478899,7277,POINT (-83.150254 42.201008)
ALBANY AREA PRIMARY HE,GA,CORDELE,43,0,0,POINT (-83.782663 31.969116)
GARY M WOLFSON MD,FL,WEST PALM BEACH,337,45,111,POINT (-80.054947 26.714439)
PRAIRIE RIDGE HOSPITAL,MN,ELBOW LAKE,14772,2431,6621,POINT (-95.976711 45.993495)
DESOTO REGIONAL FAMILY,LA,MANSFIELD,8298,3557,0,POINT (-93.704604 32.03648)
DIAGNOSTIC HEMATOLOGY,MI,SOUTHFIELD,35597,24588,0,POINT (-83.240756 42.477952)
MEMORIAL HEALTHCARE SY,FL,HOLLYWOOD,614428,5634346,0,POINT (-80.139055 26.011757)
MOUNTAINS COMMUNITY HO,CA,LAKE ARROWHEAD,9810,2374,27249,POINT (-117.181983 34.251974)
WALMART GSS,IL,MATTESON,0,0,3236,POINT (-87.713101 41.50078)
M U REHMAN MD PC,NJ,HILLSBOROUGH,0,18033,0,POINT (-74.676016 40.506114)
HH PHYSICIAN CARE,AL,HAZEL GREEN,1685,0,0,POINT (-86.56519 34.930817)
MAYO CLINIC HEATLTH SY,MN,LA CRESCENT,0,0,38,POINT (-91.308221 43.829179)
WHITE PLAINS HOSPITAL,NY,WHITE PLAINS,100383,487389,0,POINT (-73.766669 41.032587)
SENTARA MEDICAL GROUP,NC,ELIZABETH CITY,15,0,0,POINT (-76.223253 36.302126)
NORTH ORANGE COUNTY RE,CA,FULLERTON,125,1645,2217,POINT (-117.924302 33.870345)
LIVINGSTON REGIONAL HO,TN,LIVINGSTON,25675,375413,0,POINT (-85.324653 36.389987)
EMERGENCY AND ACUTE CA,FL,SARASOTA,0,9862,0,POINT (-82.538602 27.336483)
VISITING NURSE ASSOCIA,MO,SAINT LOUIS,0,0,11936,POINT (-90.200309 38.630276)
PLANT CITY FIRE RESCUE,FL,PLANT CITY,0,3010,0,POINT (-82.12042 27.998304)
TULIKA NARAIN,NY,FRANKLIN SQUARE,141,0,0,POINT (-73.678737 40.7029)
TEN HEALTHCARE,MO,SAINT LOUIS,15000,0,0,POINT (-90.200309 38.630276)
LOUISVILLE KIDNEY CARE,KY,LOUISVILLE,0,9385,0,POINT (-85.751569 38.256078)
EVANS MEDICAL FOUNDATI,MA,BOSTON,0,43270,0,POINT (-71.056742 42.358894)
PRIMECARE COMMUNITY HE,IL,CHICAGO,199,927,7804,POINT (-87.632398 41.883229)
ESSEX ONCOLOGY OF NORT,NJ,ROSELLE,0,4802,0,POINT (-74.263591 40.660112)
MED CENTRO INC,PR,PONCE,2658,0,0,POINT (-66.626038 18.012628)
ST LUKES PHYSICIAN GRO,PA,FOGELSVILLE,184,29,0,POINT (-75.632688 40.583151)
GENE TOX WORLDWIDE LLC,NJ,LYNDHURST,4125589,69302,0,POINT (-74.122862 40.802736)
MERCY PHYSICIAN NETWOR,MI,WEST OLIVE,0,43,0,POINT (-86.1464 42.921398)
PRACTICE ASSOCIATES ME,NJ,HACKETTSTOWN,1783,45388,983,POINT (-74.827567 40.852269)
VIRTUAL RADIOLOGIC PRO,IA,NEWTON,149,856,0,POINT (-93.043472 41.69558)
INPATIENT SERVICES OF,CA,PALM SPRINGS,0,9330,0,POINT (-116.546843 33.830302)
MOBRIDGE REGIONAL HOSP,SD,TIMBER LAKE,279,0,0,POINT (-101.073925 45.429187)
ST LUKES CLINIC WOOD R,ID,HAILEY,12330,9574,7160,POINT (-114.318988 43.524416)
GIBSON COMMUNITHY HOSP,IL,FORREST,4362,130,80,POINT (-88.410657 40.749537)
NORTH EAST MEDICAL SER,CA,DALY CITY,5423,1518,69633,POINT (-122.472221 37.691113)
BIO MEDICAL APPLICATIO,DE,HISTORIC NEW CASTLE,0,0,41,
MOBILE MEDICAL RESPONS,OH,COLUMBUS,0,2011,0,POINT (-82.996216 39.962649)
FISCHER FAMILY MEDICIN,AL,ASHLAND,3291,1839,549,POINT (-85.835406 33.273894)
PATHWAY PHARMACEUTICAL,CA,PALM DESERT,3560,0,56135,POINT (-116.38253 33.72888)
BROOKLYN HOSPITAL RADI,NY,BROOKLYN,25,0,0,POINT (-73.990996 40.692529)
MEADOWLANDS DIAGNOSTIC,NJ,WOOD RIDGE,1735337,0,0,POINT (-74.086298 40.844561)
CHEEK AND SCOTT DRUGS,FL,LIVE OAK,200,0,8612,POINT (-82.986458 30.299265)
EDISON SQUARE PHARMACY,PA,PHILADELPHIA,40,0,9680,POINT (-75.16562 39.951061)
COTEAU DES PRAIRIES HO,SD,SISSETON,11168,1262,2502,POINT (-97.050916 45.660107)
UNIVERSITY PHYSICIANS,AZ,TUCSON,32373,143167,30922,POINT (-110.971225 32.221878)
NP MOBILE MEDICAL GROU,FL,WEST PALM BEACH,359,0,560,POINT (-80.054947 26.714439)
GLOBAL DIAGNOSTIC LABS,GA,BERKELEY LAKE,6794869,0,0,POINT (-84.185119 33.978206)
PRO HEALTH MEDICAL MID,MI,MIDLAND,9469,1002,0,POINT (-84.225536 43.623616)
AHS OKLAHOMA HEART LLC,OK,TULSA,0,1453,31,POINT (-95.992083 36.155327)
DUPAGE EMERGENCY CONVE,IL,LEMONT,1873,176,0,POINT (-88.00018 41.674089)
COOPER PHYSICIAN OFFIC,NJ,MARLTON,0,11460,0,POINT (-74.922136 39.891353)
CITY OF PHILADELPHIA D,PA,PHILADELPHIA,2623,228,0,POINT (-75.16562 39.951061)
COMMUNTIY MEDICAL GROU,CO,GRAND JUNCTION,0,269,0,POINT (-108.570816 39.067379)
LIROT INC DBA BAYFIELD,CO,BAYFIELD,0,0,2760,POINT (-107.59529 37.230821)
FOOTHILLS COMMUNITY HE,SC,CLEMSON,0,0,4136,POINT (-82.834885 34.688685)
IMAGING ASSOCIATES OF,IN,MICHIGAN CITY,0,448,0,POINT (-86.901439 41.719785)
HOSPITALIST PHYSICIANS,NJ,OLD BRIDGE,0,789,0,POINT (-74.357981 40.410118)
LIFESTAR EMERGENCY SER,NC,WINSTON SALEM,0,3580,0,POINT (-80.243735 36.096261)
CAL ORE LIFE FLIGHT LL,OR,GOLD BEACH,0,45720,0,POINT (-124.420599 42.412439)
MERCED FACULTY ASSOCIA,CA,ATWATER,80,0,400,POINT (-120.612396 37.34804)
MARGARET ZELASKO MD,IN,MUNCIE,80,0,600,POINT (-85.386524 40.193655)
ASCENSION CRITTENTON H,MI,ROCHESTER,0,1036,156,POINT (-83.133822 42.682057)
CROCKETT COUNTY AMBULA,TN,ALAMO,0,1142,0,POINT (-89.117266 35.784818)
ST PETERSBURG GENERAL,FL,SAINT PETERSBURG,679378,1553724,0,POINT (-82.638488 27.772069)
TITUS COUNTY HOSPITAL,NY,BETHPAGE,0,9734,0,POINT (-73.481342 40.738407)
BEAR DRUGS INC,NC,KITTY HAWK,160,0,7441,POINT (-75.693523 36.066357)
PRACTICE ASSOCIATES ME,NJ,NEWTON,44,63008,0,POINT (-74.751929 41.057673)
DUKE CITY URGENT CARE,NM,ALBUQUERQUE,977148,56088,120,POINT (-106.649241 35.084248)
FIRST CARE MEDICAL CLI,NC,MONROE,446966,27777,8890,POINT (-80.565444 35.073428)
NUCARA PHARMACY,IA,WASHINGTON,0,0,37,POINT (-91.691723 41.296469)
IPC PAC HEALTHCARE SER,OH,CINCINNATI,0,1705,0,POINT (-84.513808 39.104427)
KARMA HEALTHCARE LLC,SC,BOILING SPRINGS,480,0,5751,POINT (-81.978619 35.046232)
AMERICAN MEDICAL RESPO,OR,PORTLAND,0,39413,0,POINT (-122.681425 45.516018)
HOUSTON MEDICAL CENTER,GA,KATHLEEN,0,20957,0,POINT (-83.607803 32.4958)
JOHNS HOPKINS UNIVERSI,MD,LUTHERVILLE TIMONIUM,694,30187,0,POINT (-76.612943 39.426296)
AFFILIATED MEDICAL ASS,NJ,MORRISTOWN,4301,40105,0,POINT (-74.481595 40.79664)
BARRACUDA EMERGENCY PH,FL,INVERNESS,150713,26042,0,POINT (-82.34285 28.838423)
SUTTER SHARED SERVICES,CA,LAKEPORT,18367,8128,0,POINT (-122.915171 39.043171)
VISTA MEDICAL PARTNERS,CA,BEVERLY HILLS,0,846,0,POINT (-118.404679 34.080294)
THORN TOWNSHIP,OH,THORNVILLE,0,952,0,POINT (-82.419743 39.896295)
TRIGG COUNTY HOSPITAL,KY,CADIZ,76726,22145,22376,POINT (-87.835675 36.865377)
SOUTHERN CALIFORNIA EM,CA,SAN BERNARDINO,413593,15305,193010,POINT (-117.29415 34.108323)
KNOXVILLE HMA PHYSICIA,TN,KNOXVILLE,179,0,0,POINT (-83.916677 35.962631)
ARKANSAS DEPARTMENT OF,AR,TEXARKANA,642,0,0,POINT (-94.038937 33.430336)
AMERICAN RESEARCH LABS,FL,LAKE WORTH,13654,0,40,POINT (-80.058568 26.609859)
ST MARYS MEDICAL GROUP,IN,NEWBURGH,5934,689,0,POINT (-87.405102 37.945284)
NEBRASKA METHODIST HOS,NE,ELKHORN,6801,4659,0,POINT (-96.249571 41.352068)
PERIMETER PROFESSIONAL,GA,ALPHARETTA,0,244,0,POINT (-84.294548 34.07565)
SOUTH CENTRAL PRIMARY,GA,PEARSON,7113,2821,57852,POINT (-82.852633 31.297717)
SPARTANBURG MEDICAL CE,NC,FOREST CITY,17556,14141,0,POINT (-81.861918 35.333004)
COMMUNITY MEDICAL ASSO,KY,BARDSTOWN,0,227,0,POINT (-85.466363 37.810528)
INHOSPITAL PHYSICIANS,PA,NORRISTOWN,0,362,0,POINT (-75.333718 40.123164)
STONY BROOK INTERNISTS,NY,NEW YORK,0,85,0,POINT (-74.007228 40.713054)
BEAUFORT MEMORIAL SURG,SC,BEAUFORT,14330,880,0,POINT (-80.686724 32.42931)
INDIAN RIVER HEALTH SE,FL,LARGO,0,7306,0,POINT (-82.774936 27.91829)
BILLS PRESCRIPTION CEN,FL,BRANDON,840,0,6568,POINT (-82.288477 27.937659)
DENESIA Y GIFFIN NP PL,MS,VICKSBURG,182,492,36,POINT (-90.882456 32.348144)
OSU FAMILY PRACTICE SE,OH,COLUMBUS,0,46,3474,POINT (-82.996216 39.962649)
JERSEY COAST NEPHROLOG,NJ,TOMS RIVER,0,1736,0,POINT (-74.198149 39.953394)
MISSISSIPPI HMA HOSPIT,MS,FLOWOOD,0,26270,0,POINT (-90.108464 32.331208)
RELIANCE HEALTHCARE LL,DE,BEAR,0,4215,139,POINT (-75.660339 39.624377)
CFVHS ED PHYSICIANS,NC,FRANKLIN,3070,8681,0,POINT (-83.381165 35.1819)
MOOSE DRUG,NC,MIDLAND,0,0,13150,POINT (-80.500732 35.22792)
ST VINCENT SALEM HOSPI,IN,SALEM,78867,3641,0,POINT (-86.100255 38.60574)
COVENANT MEDICAL GROUP,TN,CROSSVILLE,685,4426,0,POINT (-85.036241 35.953117)
DOUGHERTY COUNTY COMMI,GA,ALBANY,0,24613,0,POINT (-84.155875 31.57846)
PINCKNEYVILLE COMM HOS,IL,PINCKNEYVILLE,10656,18391,0,POINT (-89.382272 38.080122)
STERLING EMERGENCY SER,FL,BOYNTON BEACH,163794,105905,0,POINT (-80.064171 26.528911)
ATLANTIS PHARMACY RX L,FL,LAKE WORTH,0,0,49760,POINT (-80.058568 26.609859)
KANSAS UNIVERSITY PHYS,KS,SHAWNEE,71,14638,0,POINT (-94.714578 39.022924)
VISALIA PHARMACY INC,CA,VISALIA,840,0,57210,POINT (-119.29888 36.33012)
GOLDEN VALLEY MEMORIAL,MO,WINDSOR,1809,141,0,POINT (-93.52202 38.532328)
CLARKSVILLE PHYSICIAN,TN,CLARKSVILLE,0,1091,0,POINT (-87.360338 36.527278)
IOWA PHYSICIANS CLINIC,IA,ALTOONA,403,166,0,POINT (-93.464609 41.64404)
QUEENS NEPHROLOGY PRAC,NY,FRESH MEADOWS,0,78,0,POINT (-73.93 41.368099)
CT EMERGENCY MEDICINE,CT,MERIDEN,5809,1741,0,POINT (-72.8011 41.537589)
PRIVIA MEDICAL GROUP,MD,LAUREL,240,0,5827,POINT (-76.848374 39.099535)
FLORIDA CLINICAL PRACT,FL,LAKE CITY,0,24421,0,POINT (-82.637146 30.188652)
PHYSICIAN GROUP OF LOU,LA,MONROE,133,878,0,POINT (-92.111225 32.500759)
PRIMA RX LLC,NJ,ELIZABETH,240,0,6192,POINT (-74.211653 40.661927)
ASSOCIATED ANESTHESIOL,IL,PEORIA,0,150,0,POINT (-89.590362 40.694592)
PROHEALTH PARTNERS,CA,LONG BEACH,0,1547,0,POINT (-118.193723 33.767168)
FRANKS PHARMACY LLC,MT,LIBBY,480,0,3529,POINT (-115.55581 48.38828)
MEDI RX PHARMACY,OH,POLAND,0,0,4301,POINT (-80.614618 41.024246)
SMITHS FOOD AND DRUG C,AZ,CHANDLER,0,0,4640,POINT (-111.840103 33.302285)
CENTRAL CLINICAL LABS,IL,CHICAGO,6527589,31193,0,POINT (-87.632398 41.883229)
CHARLOTTE PEDIATRICS,NC,CHARLOTTE,323,78,0,POINT (-80.840161 35.222936)
FRANKLIN GENERAL HOSPI,IA,DUMONT,526,0,0,POINT (-92.976081 42.753867)
AMERICAN FAMILY CARE,AL,GARDENDALE,0,0,40,POINT (-86.809916 33.651861)
INDIANA HEALTH CENTER,IN,PERU,0,36,0,POINT (-86.069115 40.753762)
HIBBITTS ENTERPRISES L,SC,NEW ELLENTON,40,0,7292,POINT (-81.685377 33.418845)
GOOD SAMARITAN HOSPITA,CA,LOS ANGELES,142486,363737,80,POINT (-118.243344 34.052238)
OCHSNER MISSISSIPPI LL,MS,GULFPORT,103,0,0,POINT (-89.091582 30.369834)
T G HEALTHCARE INC,CA,MISSION VIEJO,280,0,30035,POINT (-117.659099 33.595018)
VIDRINE COMMUNITY CLIN,LA,VILLE PLATTE,465,444,0,POINT (-92.278353 30.688694)
WESTCHESTER MEDICAL CE,NY,NEW WINDSOR,0,50,0,POINT (-74.023457 41.476662)
MS PHARMACY LLC,NJ,PERTH AMBOY,0,0,57040,POINT (-74.26861 40.510721)
AVS PHARMACY INC DBA L,NY,BRONX,11240,0,95996,POINT (-73.920265 40.826153)
PRESBYTERIAN HOME HEAL,NM,SANTA FE,299554,130034,0,POINT (-105.939593 35.692133)
ENZO CLINICAL LABS,NY,FARMINGDALE,3097748,138070,40,POINT (-73.445878 40.732911)
AIA HOSPITALISTS LLC,AZ,PHOENIX,0,122331,0,POINT (-112.072585 33.448204)
A AND V PHARMACY INC,NY,BROOKLYN,0,0,2720,POINT (-73.990996 40.692529)
COMMUNITY HEALTH IMPRO,IL,DECATUR,14809,208,0,POINT (-88.955851 39.841454)
UNITED EMERGENCY SERVI,MS,BOONEVILLE,232,0,0,POINT (-88.56419 34.655452)
OUTSIDE IN,OR,PORTLAND,0,0,3629,POINT (-122.681425 45.516018)
FLOWOOD RIVER OAKS HMA,MS,FOREST,453,44,0,POINT (-89.474486 32.364101)
FASTER CARE MICHIGAN P,MI,TROY,9410,328,0,POINT (-83.154042 42.56294)
CAIRO RX INC,NY,BROOKLYN,480,0,3080,POINT (-73.990996 40.692529)
HENRY FORD ALLEGIANCE,MI,CLINTON TOWNSHIP,0,3322,16,POINT (-82.907822 42.556496)
CAPITAL HEALTH MEDICAL,PA,NEWTOWN,42,0,0,POINT (-74.936708 40.22929)
HAZLETON PROFESSIONAL,PA,WEATHERLY,3983,167,0,POINT (-75.821169 40.943902)
CITY OF COUNTRY CLUB H,IL,COUNTRY CLUB HILLS,0,2862,0,POINT (-87.713766 41.568172)
CERES DRUG STORE,CA,CERES,360,0,5018,POINT (-120.955691 37.593215)
LABORANT LLC DBA ARCPO,FL,CORAL SPRINGS,1160,579976,0,POINT (-80.254183 26.27251)
HAMMAD AND PLATNER MD,GA,ATLANTA,0,0,40,POINT (-84.391502 33.748547)
FARMACIA LA CANDELARIA,PR,LAJAS,5280,0,26713,POINT (-67.059253 18.049816)
MAINE MEDICAL CENTER,ME,BRUNSWICK,0,1741,0,POINT (-69.96599 43.916679)
PARTH PHARMACY INC,MD,GLEN BURNIE,1680,0,12720,POINT (-76.624984 39.164818)
KHATAU  MANEK LTD,IL,DES PLAINES,680,0,190827,POINT (-87.889318 42.042289)
PHYSICIANS IMMEDIATE C,FL,JENSEN BEACH,869094,152425,1600,POINT (-80.225274 27.244469)
LSU HEALTHCARE NETWORK,LA,NEW ORLEANS,0,19442,0,POINT (-90.074948 29.950621)
CONWAY MEDCARE PHARMAC,AR,CONWAY,0,0,5655,POINT (-92.4367 35.091798)
MALHEUR DRUG INC,OR,VALE,720,0,6294,POINT (-117.241111 43.982637)
INPATIENT CONSULTANTS,IL,ELK GROVE VILLAGE,0,88944,0,POINT (-88.009198 42.003369)
EMERGENCY MEDICINE PHY,OH,BARBERTON,263487,87696,0,POINT (-81.604754 41.017602)
LILY LOUIS CORPORATION,NY,BROOKLYN,0,0,4280,POINT (-73.990996 40.692529)
HARTFORD HOSPITAL,MA,BOSTON,59,109,0,POINT (-71.056742 42.358894)
FLORIDA KIDNEY PHYSICI,FL,MIAMI,0,265,0,POINT (-80.194702 25.775084)
AKDHC LLC,AZ,GOODYEAR,0,6916,0,POINT (-112.358192 33.435325)
STARLING PHYSICINAS PC,CT,HARTFORD,0,39446,0,POINT (-72.673356 41.765775)
ELIZA COFFEE MEMORIAL,AL,MUSCLE SHOALS,14033,53867,0,POINT (-87.668673 34.745179)
LEE MEMORIAL HEALTH SY,FL,FORT MYERS,0,0,52,POINT (-81.825769 26.614149)
OHI WEST MEDICAL GROUP,FL,SAINT PETERSBURG,0,1953,0,POINT (-82.638488 27.772069)
MD HOME HEALTH,AZ,PHOENIX,124,400,0,POINT (-112.072585 33.448204)
NORTH WESTER MEDICAL G,IL,MCHENRY,442,7248,0,POINT (-88.27339 42.344597)
SOUTHSIDE MEDICAL CENT,GA,ATLANTA,513283,34589,0,POINT (-84.391502 33.748547)
MOHAMMED AL JASIM MD A,CA,EL CENTRO,0,5944,0,POINT (-115.565551 32.792855)
